age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
28, Private,13747, 10th,13, Widowed, Sales, Husband, Asian-Pac-Islander, Male,-629,77,8, England, <=50K
23, Local-gov,-15464, 10th,16, Never-married, ?, Not-in-family, White, Male,1579,61,39, Mexico, <=50K
24, Self-emp-not-inc,331887, Preschool,10, Separated, Exec-managerial, Not-in-family, White, Female,-54,2678,39, United-States, <=50K
32, Local-gov,234885, 11th,11, Never-married, Sales, Other-relative, White, Male,-367,2772,37, Taiwan, <=50K
27, Private,-1120, Bachelors,11, Separated, Sales, Wife, Black, Male,-999,51,0, Ecuador, <=50K
26, Private,-36117, Doctorate,11, Married-spouse-absent, ?, Husband, Asian-Pac-Islander, Male,-427,51,39, Laos, <=50K
5, Self-emp-not-inc,19154, 11th,13, Married-AF-spouse, Protective-serv, Husband, White, Male,11106,30,29, Iran, <=50K
16, Self-emp-not-inc,13587, HS-grad,11, Married-spouse-absent, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,-231,75,-18, Portugal, >50K
21, Private,-38272, Some-college,11, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Female,-247,38,25, Cuba, >50K
29, Local-gov,2622, Assoc-voc,13, Widowed, Prof-specialty, Unmarried, Other, Male,-1610,78,27, Philippines, <=50K
13, ?,-288408, 1st-4th,12, Married-civ-spouse, Craft-repair, Unmarried, White, Female,7688,54,37, Mexico, >50K
12, ?,70898, 9th,12, Married-AF-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,-3947,48,39, ?, <=50K
40, State-gov,-70105, Assoc-acdm,12, Widowed, ?, Husband, Other, Male,-279,77,0, Mexico, <=50K
16, Self-emp-not-inc,122403, 9th,11, Divorced, Sales, Own-child, White, Female,7970,27,-8, United-States, <=50K
28, Federal-gov,-54177, HS-grad,13, Widowed, Other-service, Not-in-family, White, Female,-2898,60,38, Columbia, <=50K
32, State-gov,169315, HS-grad,13, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,8052,57,38, Cuba, <=50K
14, Self-emp-inc,-50841, Bachelors,15, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,-150,68,0, Thailand, <=50K
16, Private,64273, Masters,11, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,-193,71,38, ?, <=50K
25, Local-gov,-532163, HS-grad,10, Never-married, Farming-fishing, Husband, White, Male,613,44,38, Portugal, >50K
9, State-gov,-25390, Bachelors,11, Divorced, ?, Wife, Other, Male,4392,46,38, Italy, >50K
18, Private,33663, 9th,13, Divorced, Tech-support, Wife, White, Female,92,64,41, Taiwan, <=50K
40, Local-gov,-32650, 1st-4th,13, Separated, Sales, Husband, Black, Female,-2459,3275,0, Jamaica, <=50K
48, State-gov,-33642, Doctorate,10, Never-married, Exec-managerial, Not-in-family, Other, Female,-167,54,38, Germany, <=50K
19, ?,-71591, 7th-8th,12, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,-5946,82,37, Ecuador, >50K
-7, Local-gov,-88372, HS-grad,10, Separated, ?, Not-in-family, Black, Male,-179,74,37, Italy, >50K
44, Federal-gov,-10496, HS-grad,12, Separated, Exec-managerial, Wife, Black, Male,-2007,76,-5, ?, >50K
31, State-gov,-127932, HS-grad,12, Widowed, Craft-repair, Other-relative, Asian-Pac-Islander, Female,-8712,68,37, Portugal, <=50K
40, ?,-58022, 12th,17, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,-354,35,38, Ecuador, <=50K
69, State-gov,11292, Masters,10, Divorced, Craft-repair, Own-child, White, Male,-430,85,38, Taiwan, <=50K
14, Private,-49382, 7th-8th,11, Married-spouse-absent, Adm-clerical, Husband, White, Male,-22,38,38, Mexico, <=50K
37, State-gov,-4662, HS-grad,10, Married-spouse-absent, Other-service, Other-relative, Other, Male,-515,38,38, Mexico, >50K
15, ?,-52135, 12th,10, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,6163,2588,38, Thailand, <=50K
37, State-gov,43570, Masters,13, Divorced, Exec-managerial, Other-relative, White, Female,-412,3033,37, Philippines, <=50K
13, State-gov,-57379, HS-grad,11, Married-spouse-absent, Handlers-cleaners, Husband, Black, Male,-252,64,38, United-States, <=50K
25, Self-emp-not-inc,-41991, 5th-6th,12, Never-married, Craft-repair, Other-relative, Other, Female,-138,10,16, Poland, <=50K
7, Private,-41737, 12th,11, Separated, Prof-specialty, Not-in-family, White, Female,1676,31,37, Mexico, <=50K
51, Federal-gov,-29729, 1st-4th,17, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,-5965,55,40, Haiti, >50K
47, ?,-24078, Masters,17, Married-civ-spouse, Sales, Husband, Other, Female,-241,69,33, Laos, <=50K
29, Self-emp-inc,-35162, Masters,12, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Female,20608,76,38, Haiti, <=50K
26, Self-emp-not-inc,-17444, 11th,12, Divorced, Other-service, Wife, Other, Male,-534,47,32, Cuba, >50K
30, Self-emp-not-inc,-404703, Masters,13, Widowed, Transport-moving, Not-in-family, White, Male,-397,89,40, United-States, <=50K
32, ?,-19932, 10th,12, Married-AF-spouse, Machine-op-inspct, Not-in-family, White, Male,-333,70,38, Haiti, >50K
38, State-gov,48354, 12th,10, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,-1280,39,38, Philippines, <=50K
31, Self-emp-inc,11523, 11th,13, Separated, Handlers-cleaners, Own-child, Black, Female,-287,66,38, Jamaica, <=50K
46, State-gov,-71847, 1st-4th,13, Married-AF-spouse, Handlers-cleaners, Own-child, White, Male,-353,2420,37, Mexico, >50K
21, Local-gov,-54494, Masters,13, Widowed, Machine-op-inspct, Wife, Other, Female,-302,58,37, Cambodia, <=50K
30, Local-gov,31259, HS-grad,17, Divorced, Transport-moving, Other-relative, Asian-Pac-Islander, Male,-404,70,37, Mexico, >50K
29, Federal-gov,30526, Prof-school,12, Widowed, Protective-serv, Not-in-family, White, Male,-7627,13,25, Italy, <=50K
18, Self-emp-inc,-64369, HS-grad,17, Never-married, Machine-op-inspct, Wife, White, Female,-162,2701,37, Mexico, >50K
23, Local-gov,-75472, 1st-4th,13, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,-339,84,38, Mexico, <=50K
21, Local-gov,6033, 9th,11, Divorced, Protective-serv, Unmarried, Other, Male,-237,-3,30, India, <=50K
65, Federal-gov,-82758, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,14,66,36, Taiwan, >50K
53, Private,72393, 7th-8th,10, Divorced, Machine-op-inspct, Other-relative, Black, Male,6953,54,2, ?, <=50K
21, Local-gov,33053, Bachelors,12, Divorced, Sales, Husband, White, Female,-6,-1,39, Honduras, <=50K
23, Private,75616, 12th,11, Married-spouse-absent, Sales, Wife, White, Female,11443,2750,38, Germany, <=50K
25, Local-gov,159406, HS-grad,16, Separated, ?, Wife, White, Female,1934,44,38, Puerto-Rico, <=50K
22, ?,338936, Preschool,14, Married-AF-spouse, ?, Wife, Asian-Pac-Islander, Male,1653,23,38, Cuba, >50K
20, ?,53425, Doctorate,11, Married-civ-spouse, ?, Other-relative, Black, Male,10045,57,37, Columbia, >50K
12, Local-gov,31361, Doctorate,10, Separated, Sales, Not-in-family, White, Female,-429,67,-13, England, >50K
46, Private,-76702, Doctorate,17, Married-civ-spouse, Sales, Unmarried, Other, Female,2796,61,39, Honduras, <=50K
43, State-gov,-30255, 10th,11, Divorced, Other-service, Husband, White, Female,-8093,74,38, Jamaica, >50K
35, Private,104270, 12th,13, Separated, Craft-repair, Own-child, Black, Female,3197,2618,38, India, <=50K
19, Private,51452, 7th-8th,10, Married-spouse-absent, Craft-repair, Husband, White, Male,-1147,44,37, Honduras, <=50K
20, Local-gov,80830, Bachelors,13, Widowed, Tech-support, Other-relative, Black, Female,-361,74,38, United-States, <=50K
44, State-gov,-4030, Doctorate,11, Divorced, Protective-serv, Not-in-family, White, Male,-57,3189,37, Canada, <=50K
26, Private,46294, Some-college,12, Never-married, Machine-op-inspct, Husband, Other, Male,-1738,45,29, England, <=50K
22, Federal-gov,-37107, 10th,13, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,-315,94,37, United-States, >50K
57, Self-emp-not-inc,86836, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,-250,47,38, Italy, >50K
61, ?,3057, 11th,12, Divorced, Sales, Not-in-family, Black, Female,-337,41,37, Poland, <=50K
42, State-gov,-46481, HS-grad,10, Married-spouse-absent, Adm-clerical, Husband, Black, Male,-591,78,11, Thailand, <=50K
27, Self-emp-inc,-78819, Prof-school,12, Married-spouse-absent, Adm-clerical, Husband, Black, Female,-5814,75,-15, United-States, <=50K
29, Self-emp-inc,133238, HS-grad,14, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Female,-242,87,30, Jamaica, <=50K
57, State-gov,-36248, Bachelors,13, Divorced, Tech-support, Not-in-family, Other, Male,8151,84,40, Taiwan, <=50K
10, Self-emp-inc,-386944, Assoc-voc,13, Married-AF-spouse, Machine-op-inspct, Own-child, Black, Female,-2126,45,36, Thailand, >50K
22, Private,-22155, Assoc-voc,14, Married-AF-spouse, Sales, Not-in-family, White, Male,127,55,21, United-States, <=50K
11, Self-emp-inc,-34564, Assoc-voc,17, Divorced, Adm-clerical, Unmarried, Black, Female,974,79,36, Cuba, <=50K
34, Federal-gov,-57099, Bachelors,11, Divorced, Sales, Own-child, White, Female,-140,66,22, Poland, >50K
27, Self-emp-inc,-41747, Bachelors,11, Never-married, Farming-fishing, Own-child, White, Female,-173,3369,6, Canada, <=50K
44, Local-gov,19256, Assoc-acdm,14, Separated, Other-service, Not-in-family, Black, Female,-504,73,37, United-States, <=50K
29, Self-emp-not-inc,-30706, 10th,10, Married-civ-spouse, Prof-specialty, Wife, White, Male,-2322,18,38, Canada, >50K
14, Local-gov,28596, 10th,13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,2,71,13, Italy, <=50K
16, State-gov,-79517, Masters,13, Widowed, Other-service, Wife, Black, Male,92,41,-10, ?, >50K
34, Self-emp-inc,-36907, Assoc-voc,12, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,26,63,37, Canada, <=50K
41, Federal-gov,-40038, 1st-4th,11, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,-351,2909,39, Taiwan, <=50K
25, Private,110190, Bachelors,11, Widowed, Transport-moving, Own-child, Other, Male,-451,9,-4, Cambodia, >50K
40, ?,92260, Preschool,11, Never-married, Other-service, Wife, White, Female,-5230,26,38, United-States, <=50K
32, Federal-gov,-43651, Bachelors,13, Married-spouse-absent, Sales, Wife, Amer-Indian-Eskimo, Female,-2080,74,38, South, <=50K
0, Private,25774, 1st-4th,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,-206,73,39, Columbia, <=50K
28, State-gov,-14385, Bachelors,12, Separated, Prof-specialty, Not-in-family, Black, Female,4364,64,25, Philippines, <=50K
28, ?,-55970, Bachelors,11, Separated, Craft-repair, Wife, Black, Male,3099,86,12, Cambodia, <=50K
29, Private,228634, 11th,16, Separated, Exec-managerial, Husband, Black, Male,304,74,31, Jamaica, <=50K
36, State-gov,54481, Assoc-voc,13, Separated, Prof-specialty, Other-relative, Black, Male,-49,41,38, Taiwan, <=50K
22, ?,38615, Assoc-voc,11, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Female,-3673,54,38, Thailand, <=50K
37, Self-emp-not-inc,-83912, Assoc-acdm,13, Divorced, Tech-support, Other-relative, White, Female,-282,64,37, United-States, <=50K
9, State-gov,-38209, 9th,13, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,-339,2797,-9, Mexico, >50K
43, Federal-gov,186872, Some-college,10, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,-157,1811,-3, India, <=50K
34, Local-gov,182504, Assoc-voc,12, Widowed, Prof-specialty, Own-child, White, Male,-315,3089,38, ?, >50K
28, Local-gov,-27507, 12th,10, Married-AF-spouse, Protective-serv, Husband, Other, Female,7081,87,37, Ecuador, <=50K
19, State-gov,55486, 11th,13, Married-spouse-absent, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,-384,88,2, Thailand, <=50K
20, ?,67651, 11th,11, Never-married, Tech-support, Not-in-family, Black, Female,6815,72,-2, Thailand, <=50K
24, State-gov,-78938, Bachelors,11, Married-AF-spouse, ?, Other-relative, Other, Female,-474,68,-4, Thailand, <=50K
26, Self-emp-inc,-75932, 7th-8th,10, Separated, Craft-repair, Wife, Black, Female,-92,19,26, Canada, <=50K
17, Federal-gov,-25663, 10th,13, Widowed, Prof-specialty, Other-relative, White, Male,-190,55,-3, Puerto-Rico, <=50K
22, State-gov,86209, 9th,11, Never-married, Exec-managerial, Unmarried, White, Male,50,68,26, Laos, >50K
18, Private,37336, Bachelors,17, Never-married, Protective-serv, Other-relative, White, Female,4256,49,33, Honduras, >50K
24, State-gov,-27604, 11th,14, Never-married, ?, Not-in-family, White, Male,-35,77,-16, Taiwan, <=50K
44, Self-emp-inc,198900, 10th,9, Never-married, Prof-specialty, Other-relative, White, Female,-395,2922,-10, Columbia, <=50K
38, ?,7926, Masters,13, Widowed, Tech-support, Other-relative, Black, Male,-900,55,37, Portugal, <=50K
-6, Self-emp-not-inc,-9286, 7th-8th,13, Married-spouse-absent, Other-service, Other-relative, White, Female,-79,36,-7, Mexico, <=50K
19, Self-emp-not-inc,-243614, HS-grad,12, Separated, Sales, Not-in-family, White, Female,-52,3107,37, Ecuador, >50K
18, Self-emp-inc,-22174, 12th,12, Divorced, Prof-specialty, Wife, White, Male,-223,75,-3, Mexico, >50K
16, Private,-65587, 12th,16, Separated, Adm-clerical, Own-child, Black, Female,-260,31,37, Germany, <=50K
38, ?,855514, Preschool,11, Widowed, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,-3742,25,8, South, >50K
1, ?,-37088, Doctorate,13, Widowed, Transport-moving, Other-relative, Asian-Pac-Islander, Male,13157,2503,38, Mexico, <=50K
24, ?,-543111, Some-college,10, Divorced, Sales, Other-relative, White, Female,-150,47,-5, England, >50K
21, Self-emp-not-inc,86877, Masters,11, Divorced, Handlers-cleaners, Wife, White, Male,406,29,-6, Mexico, >50K
22, Private,-53745, Bachelors,13, Divorced, Other-service, Own-child, White, Female,-62,41,12, Italy, <=50K
22, Private,-15640, HS-grad,11, Never-married, Protective-serv, Not-in-family, White, Female,-398,72,37, Poland, <=50K
17, Self-emp-inc,43022, Bachelors,13, Separated, Adm-clerical, Husband, White, Male,6379,76,-18, Haiti, <=50K
26, Local-gov,-46061, Bachelors,10, Married-civ-spouse, ?, Own-child, White, Female,-3085,3207,39, Mexico, <=50K
47, Self-emp-not-inc,41277, HS-grad,12, Widowed, Handlers-cleaners, Own-child, White, Male,-1041,61,40, Poland, <=50K
24, Private,30227, Masters,12, Separated, Protective-serv, Husband, White, Male,-70,62,-18, Mexico, <=50K
12, Self-emp-not-inc,-15165, Bachelors,10, Never-married, ?, Unmarried, White, Male,-124,3300,39, Puerto-Rico, <=50K
20, ?,-3106, Assoc-voc,12, Married-civ-spouse, Craft-repair, Other-relative, Black, Female,-1289,75,38, Mexico, <=50K
9, Self-emp-not-inc,-25204, Doctorate,11, Never-married, Craft-repair, Husband, White, Male,-589,34,38, Portugal, <=50K
41, Self-emp-not-inc,103223, 10th,13, Never-married, Protective-serv, Own-child, White, Male,-3671,70,38, Puerto-Rico, <=50K
9, Local-gov,-96633, Some-college,13, Divorced, Handlers-cleaners, Other-relative, White, Female,-409,40,25, United-States, >50K
46, ?,36262, 12th,13, Divorced, Farming-fishing, Husband, Black, Female,-1025,51,-4, Taiwan, <=50K
11, State-gov,134876, 5th-6th,10, Separated, Sales, Own-child, White, Female,-196,70,-12, Ecuador, >50K
28, Self-emp-inc,76943, 11th,17, Divorced, Farming-fishing, Unmarried, White, Male,-156,32,-6, Haiti, <=50K
15, Federal-gov,17746, Assoc-acdm,12, Widowed, ?, Not-in-family, Other, Male,-40,2980,38, Cambodia, >50K
21, Federal-gov,27790, Some-college,16, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-319,55,15, Poland, >50K
25, State-gov,91751, 12th,13, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,-7038,46,37, Puerto-Rico, >50K
11, ?,-73622, Masters,11, Married-civ-spouse, Exec-managerial, Husband, Black, Female,-365,81,-13, Haiti, <=50K
30, ?,-9757, Masters,11, Divorced, Adm-clerical, Own-child, Other, Female,5774,3245,-7, ?, <=50K
37, Federal-gov,-25822, Some-college,11, Divorced, Machine-op-inspct, Husband, White, Male,50,60,29, Ecuador, <=50K
-4, State-gov,-34370, 11th,12, Separated, Farming-fishing, Unmarried, Black, Female,358,20,6, Germany, >50K
12, Federal-gov,421710, Masters,11, Married-AF-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,-6251,60,38, Thailand, <=50K
15, Local-gov,-66838, Preschool,9, Divorced, Prof-specialty, Unmarried, Black, Female,-261,55,37, Taiwan, >50K
46, Private,53766, Prof-school,12, Married-spouse-absent, Handlers-cleaners, Other-relative, Black, Male,-38,23,38, Cuba, >50K
62, Local-gov,-84745, 5th-6th,11, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,-292,59,38, Laos, <=50K
24, Self-emp-not-inc,-343177, 7th-8th,11, Widowed, ?, Wife, White, Male,4334,-3,38, South, <=50K
8, Self-emp-inc,-31722, Assoc-acdm,10, Never-married, Handlers-cleaners, Husband, Black, Male,4191,3117,24, England, <=50K
13, Self-emp-not-inc,-5145, Assoc-voc,12, Separated, Adm-clerical, Other-relative, Other, Male,-905,44,3, Haiti, <=50K
13, Self-emp-inc,17993, Masters,11, Widowed, Other-service, Unmarried, Black, Male,78,76,25, Ecuador, <=50K
16, Private,-50115, Prof-school,11, Married-civ-spouse, ?, Other-relative, Amer-Indian-Eskimo, Male,4992,78,29, Mexico, <=50K
35, Self-emp-inc,-12924, Some-college,10, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,-4224,2784,38, United-States, <=50K
64, Local-gov,-69236, Prof-school,11, Separated, Tech-support, Husband, Black, Female,-499,78,26, South, >50K
11, Federal-gov,-59401, 1st-4th,17, Never-married, Handlers-cleaners, Husband, White, Male,-4947,57,28, Haiti, >50K
-1, ?,-79632, Some-college,13, Separated, Handlers-cleaners, Husband, White, Male,-5048,34,39, Columbia, >50K
29, Federal-gov,1914, HS-grad,13, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,-85,84,37, Taiwan, <=50K
12, State-gov,-25870, Bachelors,13, Separated, Adm-clerical, Husband, Other, Female,-378,60,38, Thailand, >50K
44, Federal-gov,56400, Assoc-voc,11, Married-civ-spouse, Sales, Wife, Other, Male,-457,64,9, Cuba, <=50K
21, Local-gov,100542, 5th-6th,16, Married-civ-spouse, Transport-moving, Wife, White, Male,-423,89,37, Laos, <=50K
32, Self-emp-inc,-59029, Assoc-voc,11, Separated, Transport-moving, Not-in-family, Black, Female,-147,79,38, Haiti, <=50K
29, State-gov,-361740, Masters,11, Separated, Tech-support, Wife, Amer-Indian-Eskimo, Female,4685,32,40, ?, >50K
47, Self-emp-inc,-69412, 5th-6th,13, Divorced, Sales, Not-in-family, White, Female,957,24,28, Mexico, <=50K
24, ?,25571, 9th,10, Separated, Adm-clerical, Husband, Black, Female,-7373,64,-7, ?, <=50K
25, Self-emp-inc,-76874, Doctorate,11, Separated, Exec-managerial, Unmarried, White, Male,-6670,2741,38, Cambodia, <=50K
24, Self-emp-not-inc,90520, Prof-school,18, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,-1004,78,-16, Germany, <=50K
12, ?,-79952, 5th-6th,12, Never-married, Transport-moving, Not-in-family, White, Female,-6817,62,4, Portugal, >50K
31, ?,-39517, Assoc-voc,14, Never-married, Exec-managerial, Unmarried, Black, Male,6005,28,37, Philippines, >50K
15, Federal-gov,-24135, 9th,13, Divorced, Adm-clerical, Husband, White, Male,150,22,-17, ?, <=50K
25, Federal-gov,105844, Assoc-voc,11, Married-spouse-absent, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,-344,53,39, Mexico, >50K
57, State-gov,168908, Prof-school,17, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,-432,50,9, Cambodia, <=50K
32, State-gov,187088, 10th,12, Never-married, Transport-moving, Husband, Other, Male,9233,59,37, Philippines, >50K
29, Private,-27979, 10th,13, Married-civ-spouse, Protective-serv, Other-relative, Black, Male,-310,78,-3, Cuba, <=50K
12, Self-emp-not-inc,-499171, Prof-school,11, Never-married, ?, Unmarried, White, Female,138,71,29, Mexico, >50K
13, ?,2876, Assoc-acdm,13, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,-445,79,-17, Columbia, <=50K
26, Private,-482082, Preschool,13, Widowed, Sales, Wife, Asian-Pac-Islander, Female,-359,2415,37, Iran, <=50K
30, State-gov,4304, HS-grad,13, Separated, Prof-specialty, Husband, Other, Male,-1555,43,-19, Canada, <=50K
17, Self-emp-not-inc,-511, 5th-6th,11, Divorced, Machine-op-inspct, Not-in-family, White, Female,-370,34,37, Puerto-Rico, <=50K
27, Self-emp-inc,42214, Bachelors,11, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,6594,57,38, Philippines, <=50K
22, State-gov,-80927, 1st-4th,11, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,-1129,29,37, India, <=50K
14, Private,-67498, 12th,10, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,-510,52,39, India, <=50K
36, Self-emp-not-inc,57896, Assoc-voc,10, Separated, Protective-serv, Not-in-family, White, Male,-476,69,38, Jamaica, >50K
45, Self-emp-inc,37423, 10th,11, Never-married, Prof-specialty, Husband, White, Male,-189,26,3, United-States, <=50K
30, Private,-72360, Masters,11, Married-civ-spouse, Farming-fishing, Husband, White, Female,-516,74,-2, Haiti, <=50K
22, ?,-631700, HS-grad,13, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,12866,75,39, Cambodia, >50K
19, Local-gov,-87037, 11th,13, Never-married, Handlers-cleaners, Wife, Black, Female,2221,90,24, Haiti, <=50K
44, Self-emp-inc,-19821, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Female,6094,74,37, Canada, <=50K
83, Self-emp-inc,-2401, 10th,13, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,4317,53,-6, Taiwan, <=50K
