0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
47, ?,198325, Some-college,10, Divorced, ?, Husband, White, Male,3,1,29, United-States, >50K
43, Private,180124, Bachelors,7, Divorced, Machine-op-inspct, Wife, White, Male,-30,5,58, Ireland, <=50K
59, Private,145291, HS-grad,9, Never-married, Prof-specialty, Not-in-family, Black, Male,12633,6,40, Scotland, <=50K
27, Local-gov,150479, 11th,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,-12,-1,40, Cambodia, >50K
36, Private,229383, Some-college,6, Divorced, Prof-specialty, Wife, White, Male,20,-3,58, United-States, <=50K
33, Federal-gov,226440, HS-grad,11, Married-civ-spouse, Protective-serv, Husband, White, Male,62,5,5, United-States, <=50K
18, Private,336327, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,-16,7,40, United-States, <=50K
25, Self-emp-not-inc,100879, 9th,9, Married-civ-spouse, Other-service, Unmarried, Black, Male,16181,7,40, United-States, >50K
18, Federal-gov,222935, Masters,9, Never-married, Farming-fishing, Unmarried, White, Female,43,3,42, Outlying-US(Guam-USVI-etc), <=50K
38, Private,173915, HS-grad,13, Divorced, Machine-op-inspct, Husband, White, Male,2032,4,47, Canada, <=50K
40, Without-pay,244654, 5th-6th,13, Divorced, Sales, Husband, White, Male,16,0,40, United-States, <=50K
18, ?,72568, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Female,-51,-2,30, United-States, <=50K
29, Private,224860, Masters,14, Never-married, Craft-repair, Husband, White, Male,-90,-5,24, United-States, >50K
16, Private,502014, 10th,5, Married-spouse-absent, Sales, Husband, White, Female,-52,6,43, United-States, <=50K
39, ?,318280, 9th,9, Never-married, Farming-fishing, Own-child, White, Female,-90,1672,18, United-States, <=50K
40, Self-emp-inc,219898, HS-grad,3, Never-married, Sales, Husband, White, Male,-66,5,40, United-States, >50K
55, ?,345105, Some-college,8, Never-married, Exec-managerial, Own-child, White, Male,-73,3,40, United-States, <=50K
15, Private,167112, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,981,4,40, United-States, <=50K
31, Never-worked,487559, Bachelors,14, Married-civ-spouse, Sales, Wife, White, Male,-96,-3,40, Vietnam, <=50K
15, Federal-gov,198313, HS-grad,11, Married-spouse-absent, Tech-support, Own-child, White, Male,-38,2,29, United-States, <=50K
42, Local-gov,180718, Bachelors,9, Divorced, Sales, Husband, White, Male,-58,0,40, United-States, <=50K
26, Self-emp-not-inc,131395, Assoc-acdm,10, Never-married, Transport-moving, Own-child, White, Female,-69,-3,44, Jamaica, <=50K
15, Federal-gov,129484, Doctorate,8, Never-married, Other-service, Not-in-family, White, Female,-52,4,45, United-States, <=50K
35, Private,133946, Bachelors,14, Never-married, Other-service, Not-in-family, White, Female,-74,-4,5, United-States, <=50K
49, Private,23831, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-136,1,40, United-States, >50K
24, Private,17010, 12th,10, Widowed, Sales, Not-in-family, Black, Female,-110,5,40, Haiti, <=50K
18, Private,184456, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,-53,6,33, United-States, <=50K
43, Private,207794, 7th-8th,5, Widowed, ?, Unmarried, White, Male,-108,4,4, Scotland, <=50K
38, Private,109216, Bachelors,9, Married-civ-spouse, ?, Not-in-family, White, Male,-28,4,54, United-States, >50K
21, Private,155416, 5th-6th,14, Divorced, Protective-serv, Other-relative, White, Male,-76,3,58, United-States, <=50K
56, Private,161627, HS-grad,10, Married-civ-spouse, ?, Husband, White, Male,-48,7,40, United-States, >50K
43, Private,304731, Assoc-acdm,13, Married-civ-spouse, ?, Unmarried, White, Male,-92,0,50, United-States, <=50K
21, Self-emp-inc,157085, Assoc-voc,17, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-59,6,48, Dominican-Republic, >50K
41, Private,304555, Some-college,13, Never-married, Exec-managerial, Not-in-family, White, Male,-108,3,40, United-States, <=50K
46, ?,126513, HS-grad,5, Married-civ-spouse, Sales, Husband, White, Female,-56,-2,51, United-States, >50K
25, Federal-gov,281322, 12th,9, Never-married, Sales, Wife, White, Male,-65,0,40, Greece, >50K
21, Private,329228, HS-grad,10, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,42,5,32, Greece, <=50K
18, Local-gov,232318, Some-college,9, Widowed, Priv-house-serv, Other-relative, White, Male,-94,2,40, United-States, <=50K
28, Self-emp-not-inc,218915, HS-grad,8, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,-15,7,49, United-States, <=50K
35, Private,149668, Assoc-voc,16, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,57,4,40, Greece, <=50K
37, State-gov,62939, Bachelors,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-77,5,40, United-States, >50K
42, Private,60503, Some-college,7, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,-47,3,52, Japan, <=50K
16, Private,221992, Bachelors,9, Divorced, ?, Not-in-family, White, Female,38,4,40, Taiwan, <=50K
15, Self-emp-not-inc,151898, Some-college,14, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,-65,-1,56, United-States, <=50K
17, Local-gov,299561, Some-college,11, Never-married, Adm-clerical, Husband, White, Male,-41,4,30, United-States, <=50K
31, Private,241973, HS-grad,9, Never-married, Adm-clerical, Husband, White, Male,-121,3,40, Taiwan, >50K
17, Private,152642, Bachelors,7, Divorced, Protective-serv, Unmarried, White, Female,-82,5,49, United-States, <=50K
18, Private,459196, Some-college,11, Never-married, Adm-clerical, Husband, Black, Female,-74,6,40, United-States, <=50K
25, Self-emp-not-inc,295742, Assoc-acdm,6, Never-married, Tech-support, Husband, White, Male,-110,-1,51, United-States, >50K
40, Private,158121, Bachelors,9, Never-married, ?, Own-child, White, Male,-94,4,40, Mexico, <=50K
38, Local-gov,223999, Preschool,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,-82,7,59, United-States, <=50K
36, Private,206691, Bachelors,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-67,-1,40, United-States, >50K
18, ?,75768, Bachelors,8, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,-49,4,40, United-States, <=50K
17, Private,278507, HS-grad,14, Separated, Prof-specialty, Not-in-family, White, Female,-84,2,40, South, <=50K
18, Self-emp-not-inc,58508, Some-college,14, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,1,5,40, United-States, >50K
34, Private,189404, Assoc-voc,10, Never-married, ?, Husband, White, Female,35,2,40, ?, <=50K
21, Self-emp-inc,56984, Some-college,11, Never-married, Sales, Own-child, White, Male,-52,5,50, Portugal, <=50K
19, Federal-gov,84363, Bachelors,9, Married-civ-spouse, Tech-support, Other-relative, White, Male,-57,1,40, Haiti, <=50K
30, Self-emp-not-inc,165749, Assoc-acdm,5, Married-spouse-absent, Other-service, Husband, White, Male,37,1,26, United-States, >50K
13, Private,242154, 9th,9, Never-married, Sales, Own-child, White, Female,-20,0,40, United-States, <=50K
48, Private,42682, HS-grad,10, Never-married, Other-service, Husband, White, Male,-106,5,40, Laos, <=50K
30, Private,161938, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-13,1984,40, United-States, <=50K
19, Private,128688, HS-grad,9, Never-married, Other-service, Husband, White, Male,49,2,40, United-States, >50K
31, Private,213679, 5th-6th,8, Married-civ-spouse, Prof-specialty, Husband, White, Female,-91,4,30, United-States, <=50K
59, Private,137239, Some-college,9, Widowed, Exec-managerial, Husband, White, Male,-15,-1,40, United-States, <=50K
41, Private,263357, HS-grad,9, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,-27,5,40, United-States, <=50K
20, Self-emp-not-inc,261025, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,-5,0,40, United-States, >50K
17, Federal-gov,315492, HS-grad,9, Never-married, Farming-fishing, Husband, White, Male,20,2585,40, Guatemala, >50K
32, ?,366636, Assoc-voc,9, Never-married, Exec-managerial, Unmarried, Black, Female,-76,5,51, Puerto-Rico, <=50K
23, ?,53292, HS-grad,9, Married-civ-spouse, Transport-moving, Unmarried, White, Female,-71,1875,40, United-States, <=50K
28, Federal-gov,256364, HS-grad,9, Never-married, Sales, Husband, White, Male,-58,-1,40, United-States, >50K
44, Self-emp-not-inc,300036, HS-grad,9, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,5,6,49, Puerto-Rico, <=50K
27, Private,29054, Masters,9, Divorced, Prof-specialty, Unmarried, White, Male,-109,6,51, ?, <=50K
50, Private,178427, HS-grad,9, Never-married, Transport-moving, Other-relative, Black, Male,-18,2,40, Jamaica, <=50K
47, Private,189987, Some-college,10, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,-62,2,40, United-States, <=50K
33, Private,157844, HS-grad,14, Divorced, Protective-serv, Wife, White, Female,-56,4,22, United-States, <=50K
17, Private,189467, HS-grad,10, Never-married, Craft-repair, Own-child, Black, Female,-49,0,49, United-States, <=50K
15, Private,63549, HS-grad,9, Never-married, Sales, Other-relative, White, Male,-72,1,49, United-States, <=50K
21, Local-gov,167008, Bachelors,10, Divorced, Machine-op-inspct, Unmarried, White, Male,-96,3,40, Greece, <=50K
45, Without-pay,168979, Masters,10, Married-civ-spouse, Craft-repair, Unmarried, White, Female,-90,1,39, United-States, <=50K
67, Private,246328, Masters,9, Separated, Adm-clerical, Not-in-family, Black, Male,-125,4,40, United-States, <=50K
52, Private,178124, Bachelors,9, Never-married, Armed-Forces, Wife, Asian-Pac-Islander, Male,-92,2,25, United-States, >50K
22, Private,223694, 12th,4, Separated, Other-service, Husband, White, Female,54,5,40, United-States, <=50K
23, State-gov,237446, Assoc-voc,8, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,-66,4,34, United-States, >50K
50, Private,182777, Preschool,10, Never-married, Machine-op-inspct, Other-relative, White, Female,-2,3,19, Vietnam, <=50K
18, Private,104055, 10th,11, Never-married, Prof-specialty, Unmarried, White, Female,-59,1,40, England, >50K
16, Private,277003, Bachelors,9, Married-spouse-absent, Armed-Forces, Husband, White, Male,61,3,49, Honduras, <=50K
34, Private,230361, Some-college,4, Never-married, Craft-repair, Not-in-family, White, Male,18,2044,43, United-States, <=50K
46, Private,336257, Bachelors,8, Separated, Machine-op-inspct, Husband, White, Female,-88,-5,39, United-States, <=50K
34, Private,319436, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,-80,1,41, United-States, <=50K
23, Private,305143, Prof-school,10, Never-married, Handlers-cleaners, Other-relative, White, Female,-137,6,48, United-States, <=50K
18, Private,149780, Some-college,13, Divorced, Craft-repair, Own-child, Black, Male,-100,-2,40, United-States, <=50K
26, Private,128576, 10th,9, Never-married, Other-service, Not-in-family, White, Female,-82,5,53, United-States, <=50K
15, Private,200808, 10th,10, Divorced, Protective-serv, Husband, White, Male,-25,5,39, United-States, <=50K
44, State-gov,163165, Bachelors,13, Married-civ-spouse, ?, Own-child, White, Male,-66,1,59, United-States, <=50K
39, ?,165212, HS-grad,7, Married-civ-spouse, Other-service, Other-relative, White, Female,19,4,31, United-States, <=50K
44, Private,158885, 10th,10, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,-50,4,40, United-States, <=50K
39, Private,159413, HS-grad,5, Divorced, Other-service, Unmarried, White, Male,2879,6,4, Hungary, <=50K
26, ?,176877, HS-grad,7, Married-civ-spouse, Other-service, Husband, White, Male,-33,7,30, Jamaica, >50K
37, Private,143675, 5th-6th,5, Married-civ-spouse, Other-service, Husband, White, Male,-1,4,11, United-States, <=50K
20, Private,307101, Assoc-acdm,7, Married-civ-spouse, Craft-repair, Own-child, White, Male,-34,4,40, United-States, <=50K
17, Private,711253, Some-college,7, Separated, Sales, Not-in-family, White, Male,-16,-2,43, United-States, <=50K
44, State-gov,174445, Prof-school,14, Married-civ-spouse, ?, Wife, White, Male,-120,1,46, Nicaragua, <=50K
32, Private,124799, Bachelors,10, Married-civ-spouse, ?, Own-child, Black, Male,-90,2413,41, United-States, <=50K
42, Private,70574, HS-grad,16, Never-married, Machine-op-inspct, Own-child, White, Male,-48,3,37, Philippines, <=50K
53, Private,366652, Some-college,17, Never-married, Machine-op-inspct, Wife, Black, Male,313,2,42, United-States, <=50K
23, Self-emp-not-inc,203984, Some-college,9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,-64,6,48, United-States, <=50K
24, Private,103274, Bachelors,5, Never-married, Prof-specialty, Husband, White, Male,-43,1,64, United-States, >50K
44, State-gov,286401, Some-college,15, Married-civ-spouse, Exec-managerial, Wife, White, Male,99,7,36, United-States, >50K
43, Private,113938, 11th,14, Married-civ-spouse, Exec-managerial, Own-child, White, Male,-74,2213,40, United-States, <=50K
21, Private,124545, Assoc-acdm,14, Married-AF-spouse, Exec-managerial, Unmarried, Other, Female,-24,4,10, United-States, <=50K
46, Private,287961, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-20,5,49, China, <=50K
34, Private,147994, Masters,10, Never-married, ?, Not-in-family, White, Male,-142,1785,63, United-States, >50K
14, Private,196222, Bachelors,12, Separated, Prof-specialty, Unmarried, White, Male,7,2,43, United-States, >50K
40, Private,423744, Bachelors,9, Divorced, Transport-moving, Unmarried, White, Male,58,4,45, United-States, <=50K
15, Private,392806, 7th-8th,9, Divorced, Other-service, Husband, White, Male,6585,4,40, United-States, <=50K
40, Private,179567, 11th,13, Married-civ-spouse, Sales, Husband, White, Male,17,5,45, Philippines, <=50K
49, State-gov,212694, 1st-4th,16, Widowed, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,96,3,40, Vietnam, >50K
19, Federal-gov,210142, HS-grad,14, Never-married, Craft-repair, Husband, White, Male,-76,1,45, United-States, <=50K
36, State-gov,304819, 11th,16, Never-married, Prof-specialty, Unmarried, White, Male,-97,0,40, United-States, <=50K
30, Private,189438, Some-college,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,-57,1,19, United-States, <=50K
16, Private,219923, 11th,14, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,-61,7,53, China, <=50K
40, Private,174900, Some-college,10, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,-92,0,40, United-States, <=50K
47, Private,242385, 5th-6th,6, Never-married, Craft-repair, Husband, White, Male,91,1452,45, Vietnam, >50K
22, State-gov,278826, Some-college,9, Divorced, ?, Not-in-family, White, Male,-60,0,37, United-States, >50K
18, Private,169733, 9th,10, Married-civ-spouse, Prof-specialty, Own-child, White, Female,79,0,40, United-States, <=50K
19, Private,212732, Preschool,10, Divorced, Adm-clerical, Wife, Black, Male,-26,4,24, United-States, <=50K
48, Private,136898, HS-grad,7, Divorced, Other-service, Husband, Black, Female,72,8,29, United-States, <=50K
14, State-gov,143740, HS-grad,10, Married-civ-spouse, ?, Husband, White, Male,-55,2,40, United-States, >50K
33, Never-worked,326452, HS-grad,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,14,6,43, United-States, <=50K
21, ?,797652, Some-college,10, Never-married, Other-service, Own-child, White, Female,-62,3,40, Mexico, <=50K
16, Private,262461, Assoc-acdm,10, Divorced, Craft-repair, Own-child, White, Female,-36,7,49, United-States, <=50K
25, Private,227489, HS-grad,4, Married-civ-spouse, Sales, Husband, White, Male,76,1803,45, Haiti, <=50K
41, Private,243654, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,6590,0,59, United-States, <=50K
20, Private,44960, Some-college,14, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,-16,5,60, United-States, <=50K
18, Private,136110, Some-college,4, Married-civ-spouse, ?, Husband, White, Male,-87,2,62, United-States, <=50K
45, Private,97447, 11th,9, Divorced, Craft-repair, Husband, Other, Female,-120,4,40, United-States, <=50K
29, Private,156847, Assoc-acdm,11, Never-married, Sales, Husband, White, Male,-65,5,33, United-States, <=50K
52, Private,140121, Some-college,9, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,-32,4,8, Mexico, <=50K
33, Self-emp-not-inc,64731, Some-college,10, Never-married, Prof-specialty, Husband, White, Female,-130,4,51, United-States, <=50K
51, Self-emp-not-inc,300836, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,23,-6,13, Trinadad&Tobago, <=50K
48, Self-emp-not-inc,347406, 9th,5, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,-107,3,51, Nicaragua, >50K
18, Private,693798, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,-119,1,43, United-States, >50K
30, Private,182495, Bachelors,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-27,3,50, United-States, <=50K
39, Private,182605, Assoc-voc,16, Married-civ-spouse, Adm-clerical, Husband, White, Female,81,0,46, United-States, >50K
43, Without-pay,75106, Bachelors,13, Separated, Machine-op-inspct, Husband, White, Male,-103,-5,40, United-States, <=50K
43, Private,142337, Masters,6, Never-married, Other-service, Unmarried, White, Female,-34,0,43, United-States, <=50K
40, State-gov,151495, Bachelors,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,-51,5,40, United-States, <=50K
31, Private,190327, Some-college,10, Separated, Protective-serv, Husband, White, Female,29,2,40, United-States, <=50K
36, ?,169983, Assoc-voc,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,-95,-3,52, Portugal, >50K
42, Never-worked,311896, 5th-6th,9, Married-civ-spouse, Other-service, Other-relative, Other, Female,2,3,40, United-States, <=50K
20, Self-emp-not-inc,361889, HS-grad,10, Married-civ-spouse, Sales, Own-child, White, Female,19,0,40, United-States, <=50K
40, Private,298722, Bachelors,7, Never-married, Sales, Husband, White, Female,-85,1,48, United-States, <=50K
53, Private,169222, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female,-26,4,60, United-States, <=50K
36, Private,104471, Preschool,10, Never-married, Sales, Unmarried, White, Female,-81,5,46, United-States, <=50K
39, Private,92986, Preschool,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-25,1658,40, Puerto-Rico, >50K
29, Federal-gov,131005, 10th,7, Never-married, Other-service, Husband, White, Female,-27,5,3, United-States, >50K
16, Private,263201, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female,-16,0,45, Taiwan, <=50K
18, Private,138524, HS-grad,13, Never-married, Machine-op-inspct, Husband, White, Male,34,4,37, United-States, <=50K
29, Without-pay,303928, Some-college,13, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,-91,3,40, United-States, <=50K
30, Private,162134, Some-college,7, Married-AF-spouse, Adm-clerical, Wife, White, Male,1,0,67, United-States, <=50K
35, Private,303996, HS-grad,7, Never-married, Sales, Other-relative, White, Female,25,5,40, United-States, <=50K
32, Private,315831, Doctorate,11, Never-married, Sales, Other-relative, White, Male,79,6,49, United-States, <=50K
51, Private,94037, Assoc-voc,9, Divorced, Machine-op-inspct, Own-child, White, Male,-63,3,40, United-States, <=50K
30, Private,148614, HS-grad,10, Divorced, Transport-moving, Unmarried, White, Female,14,3,34, United-States, <=50K
36, Private,300481, Bachelors,7, Divorced, Exec-managerial, Husband, White, Female,-130,2,40, United-States, <=50K
22, Private,171033, HS-grad,14, Never-married, Machine-op-inspct, Own-child, White, Male,-5,3,25, United-States, <=50K
34, Private,320350, 7th-8th,6, Never-married, Farming-fishing, Unmarried, White, Female,48,2,4, United-States, <=50K
39, Private,208589, Bachelors,9, Separated, Other-service, Other-relative, Asian-Pac-Islander, Female,-39,3,40, Portugal, <=50K
20, ?,236556, 11th,9, Never-married, Sales, Not-in-family, White, Male,-10,4,62, Vietnam, >50K
38, Federal-gov,192006, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male,-91,-3,65, United-States, <=50K
28, Local-gov,171506, Some-college,14, Never-married, ?, Not-in-family, White, Female,-101,-1,25, United-States, <=50K
22, Private,190482, HS-grad,14, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,-90,3,40, United-States, <=50K
30, Private,147007, HS-grad,10, Married-spouse-absent, Sales, Husband, White, Female,-131,6,29, United-States, <=50K
41, State-gov,98997, 7th-8th,10, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,-36,6,40, United-States, <=50K
18, Private,233729, HS-grad,9, Married-civ-spouse, Transport-moving, Unmarried, White, Male,-78,4,40, United-States, <=50K
35, Private,168723, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,-80,4,44, Guatemala, <=50K
40, Federal-gov,63431, HS-grad,14, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-32,4,40, United-States, >50K
32, Private,308150, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,-66,4,50, United-States, <=50K
41, Private,529505, HS-grad,9, Never-married, Priv-house-serv, Unmarried, White, Female,1,2186,30, United-States, <=50K
50, Private,342192, Some-college,9, Divorced, ?, Husband, White, Male,-95,2,40, United-States, <=50K
33, Private,65693, 5th-6th,16, Married-spouse-absent, Adm-clerical, Husband, Black, Male,8942,4,35, United-States, >50K
39, Private,277660, Bachelors,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-35,3,53, United-States, <=50K
16, Local-gov,146429, 11th,13, Separated, Adm-clerical, Not-in-family, White, Male,-113,1,40, United-States, >50K
81, Private,172211, Some-college,9, Divorced, Other-service, Own-child, White, Female,-70,1,49, United-States, <=50K
38, Local-gov,326208, Assoc-voc,10, Married-civ-spouse, ?, Own-child, White, Female,-20,4,31, United-States, <=50K
21, Private,613173, 11th,7, Never-married, Prof-specialty, Not-in-family, White, Male,-74,1,50, United-States, <=50K
64, Private,289261, HS-grad,7, Married-civ-spouse, Armed-Forces, Unmarried, White, Male,13872,-1,39, United-States, >50K
18, Private,144375, Masters,10, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,8055,5,40, United-States, <=50K
34, Private,123351, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-35,3,34, Ireland, <=50K
18, Private,332396, Some-college,10, Never-married, Other-service, Unmarried, Black, Male,0,6,50, United-States, <=50K
18, Federal-gov,234081, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-89,4,40, Mexico, >50K
38, Private,180444, 1st-4th,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,-21,6,45, United-States, <=50K
16, Private,136597, Assoc-voc,9, Separated, Transport-moving, Own-child, White, Female,32,6,40, ?, <=50K
53, Private,326692, Masters,9, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,-18,-1,40, United-States, <=50K
17, Private,100950, Bachelors,4, Married-civ-spouse, Protective-serv, Unmarried, White, Male,-3,4,40, United-States, <=50K
21, Never-worked,146895, HS-grad,9, Married-civ-spouse, Sales, Not-in-family, White, Male,-38,-3,60, United-States, <=50K
34, Self-emp-not-inc,92906, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,-115,5,40, Thailand, >50K
47, Private,147202, HS-grad,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,-22,-1,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private,272622, 5th-6th,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,84,4,41, Germany, <=50K
26, ?,84924, Prof-school,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,36,6,47, United-States, <=50K
63, Private,204400, 10th,14, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,45,7,49, United-States, <=50K
32, Private,205182, 9th,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,-25,-2,63, Taiwan, <=50K
41, Private,185642, 11th,7, Married-spouse-absent, Adm-clerical, Own-child, White, Male,-60,2,64, Ecuador, <=50K
27, Private,235060, Some-college,14, Married-AF-spouse, Armed-Forces, Husband, White, Male,-6,2703,14, United-States, <=50K
21, Private,300352, Bachelors,10, Married-civ-spouse, Other-service, Husband, White, Male,-75,-1,38, Nicaragua, >50K
18, Self-emp-not-inc,316720, Assoc-voc,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,-30,4,47, United-States, >50K
20, Private,242547, Prof-school,10, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,-41,-4,63, United-States, <=50K
31, Private,130936, Some-college,14, Never-married, Priv-house-serv, Not-in-family, White, Female,-145,4,40, United-States, <=50K
35, Private,79543, Some-college,9, Married-civ-spouse, Craft-repair, Own-child, White, Female,52,6,49, United-States, <=50K
38, Private,261412, Some-college,14, Divorced, Exec-managerial, Not-in-family, Other, Female,-90,7,40, Puerto-Rico, <=50K
